t,T_tr,T_v,rho_N2,rho_N,rho_O2,rho_O,rho_NO
2.8e-12,6699.34,22285.2,0.766991,9.21408e-06,0.232816,0.000183547,3.49811e-08
2.81e-12,6728.52,22212,0.766991,9.26533e-06,0.232816,0.000184467,3.53159e-08
2.82e-12,6758.27,22137.5,0.766991,9.31678e-06,0.232815,0.000185389,3.56507e-08
2.83e-12,6788.6,22061.5,0.766991,9.36844e-06,0.232814,0.000186313,3.59857e-08
2.84e-12,6819.5,21984,0.766991,9.42031e-06,0.232813,0.000187238,3.63207e-08
2.85e-12,6850.97,21905.2,0.766991,9.47237e-06,0.232812,0.000188165,3.66558e-08
2.86e-12,6883,21824.9,0.76699,9.52464e-06,0.232811,0.000189093,3.6991e-08
2.87e-12,6915.61,21743.2,0.76699,9.5771e-06,0.23281,0.000190023,3.73264e-08
2.88e-12,6948.77,21660,0.76699,9.62975e-06,0.232809,0.000190954,3.76618e-08
2.89e-12,6982.51,21575.5,0.76699,9.6826e-06,0.232808,0.000191887,3.79973e-08
2.9e-12,7016.8,21489.5,0.76699,9.73563e-06,0.232807,0.000192821,3.83329e-08
2.91e-12,7051.65,21402.2,0.76699,9.78883e-06,0.232806,0.000193756,3.86686e-08
2.92e-12,7087.06,21313.4,0.76699,9.84221e-06,0.232805,0.000194693,3.90044e-08
2.93e-12,7123.03,21223.3,0.76699,9.89577e-06,0.232804,0.000195632,3.93403e-08
2.94e-12,7159.55,21131.8,0.76699,9.94948e-06,0.232803,0.000196571,3.96763e-08
2.95e-12,7196.62,21038.8,0.76699,1.00033e-05,0.232802,0.000197512,4.00124e-08
2.96e-12,7234.23,20944.5,0.76699,1.00574e-05,0.232802,0.000198453,4.03486e-08
2.97e-12,7272.4,20848.9,0.76699,1.01115e-05,0.232801,0.000199396,4.0685e-08
2.98e-12,7311.11,20751.9,0.76699,1.01658e-05,0.2328,0.00020034,4.10214e-08
2.99e-12,7350.36,20653.5,0.76699,1.02202e-05,0.232799,0.000201285,4.1358e-08
3e-12,7390.15,20553.7,0.76699,1.02748e-05,0.232798,0.00020223,4.16947e-08
3.01e-12,7430.47,20452.7,0.76699,1.03294e-05,0.232797,0.000203177,4.20315e-08
3.02e-12,7471.33,20350.2,0.76699,1.03842e-05,0.232796,0.000204124,4.23684e-08
3.03e-12,7512.72,20246.5,0.76699,1.0439e-05,0.232795,0.000205072,4.27053e-08
3.04e-12,7554.63,20141.4,0.766989,1.04939e-05,0.232794,0.00020602,4.30424e-08
3.05e-12,7597.07,20035,0.766989,1.05489e-05,0.232793,0.000206969,4.33796e-08
3.06e-12,7640.03,19927.3,0.766989,1.06039e-05,0.232792,0.000207919,4.37169e-08
3.07e-12,7683.51,19818.3,0.766989,1.0659e-05,0.232791,0.000208868,4.40543e-08
3.08e-12,7727.5,19708,0.766989,1.07141e-05,0.23279,0.000209818,4.43917e-08
3.09e-12,7772,19596.5,0.766989,1.07692e-05,0.232789,0.000210768,4.47293e-08
3.1e-12,7817.01,19483.6,0.766989,1.08243e-05,0.232788,0.000211718,4.50668e-08
3.11e-12,7862.52,19369.5,0.766989,1.08794e-05,0.232787,0.000212668,4.54045e-08
3.12e-12,7908.53,19254.2,0.766989,1.09344e-05,0.232786,0.000213617,4.57422e-08
3.13e-12,7955.03,19137.6,0.766989,1.09895e-05,0.232785,0.000214567,4.60799e-08
3.14e-12,8002.02,19019.7,0.766989,1.10444e-05,0.232784,0.000215516,4.64176e-08
3.15e-12,8049.5,18900.7,0.766989,1.10993e-05,0.232784,0.000216464,4.67554e-08
3.16e-12,8097.46,18780.4,0.766989,1.11541e-05,0.232783,0.000217411,4.70931e-08
3.17e-12,8145.9,18659,0.766989,1.12088e-05,0.232782,0.000218358,4.74308e-08
3.18e-12,8194.81,18536.3,0.766989,1.12634e-05,0.232781,0.000219304,4.77685e-08
3.19e-12,8244.18,18412.5,0.766989,1.13178e-05,0.23278,0.000220249,4.81061e-08
3.2e-12,8294.02,18287.5,0.766989,1.13721e-05,0.232779,0.000221192,4.84437e-08
3.21e-12,8344.31,18161.4,0.766989,1.14262e-05,0.232778,0.000222134,4.87811e-08
3.22e-12,8395.06,18034.1,0.766988,1.14801e-05,0.232777,0.000223075,4.91184e-08
3.23e-12,8446.25,17905.7,0.766988,1.15337e-05,0.232776,0.000224014,4.94556e-08
3.24e-12,8497.88,17776.2,0.766988,1.15872e-05,0.232775,0.000224951,4.97926e-08
3.25e-12,8549.95,17645.6,0.766988,1.16404e-05,0.232774,0.000225886,5.01294e-08
3.26e-12,8602.44,17513.9,0.766988,1.16933e-05,0.232773,0.000226819,5.0466e-08
3.27e-12,8655.36,17381.2,0.766988,1.17459e-05,0.232772,0.00022775,5.08023e-08
3.28e-12,8708.7,17247.4,0.766988,1.17982e-05,0.232771,0.000228678,5.11384e-08
3.29e-12,8762.44,17112.6,0.766988,1.18502e-05,0.23277,0.000229603,5.14742e-08
3.3e-12,8816.59,16976.7,0.766988,1.19018e-05,0.232769,0.000230526,5.18096e-08
3.31e-12,8871.13,16839.9,0.766988,1.1953e-05,0.232769,0.000231446,5.21446e-08
3.32e-12,8926.06,16702.1,0.766988,1.20038e-05,0.232768,0.000232363,5.24793e-08
3.33e-12,8981.38,16563.3,0.766988,1.20542e-05,0.232767,0.000233276,5.28135e-08
3.34e-12,9037.07,16423.5,0.766988,1.21042e-05,0.232766,0.000234186,5.31472e-08
3.35e-12,9093.13,16282.8,0.766988,1.21537e-05,0.232765,0.000235092,5.34804e-08
3.36e-12,9149.55,16141.2,0.766988,1.22028e-05,0.232764,0.000235994,5.3813e-08
3.37e-12,9206.33,15998.8,0.766988,1.22513e-05,0.232763,0.000236892,5.4145e-08
3.38e-12,9263.44,15855.4,0.766988,1.22993e-05,0.232762,0.000237786,5.44763e-08
3.39e-12,9320.9,15711.2,0.766988,1.23467e-05,0.232761,0.000238675,5.4807e-08
3.4e-12,9378.68,15566.1,0.766988,1.23936e-05,0.23276,0.000239559,5.5137e-08
3.41e-12,9436.78,15420.3,0.766988,1.24399e-05,0.23276,0.000240439,5.54661e-08
3.42e-12,9495.2,15273.6,0.766987,1.24856e-05,0.232759,0.000241314,5.57944e-08
3.43e-12,9553.92,15126.2,0.766987,1.25307e-05,0.232758,0.000242183,5.61218e-08
3.44e-12,9612.93,14978,0.766987,1.25752e-05,0.232757,0.000243047,5.64483e-08
3.45e-12,9672.22,14829.2,0.766987,1.26189e-05,0.232756,0.000243905,5.67738e-08
3.46e-12,9731.79,14679.6,0.766987,1.2662e-05,0.232755,0.000244757,5.70983e-08
3.47e-12,9791.63,14529.3,0.766987,1.27044e-05,0.232754,0.000245603,5.74216e-08
3.48e-12,9851.72,14378.4,0.766987,1.27461e-05,0.232754,0.000246442,5.77438e-08
3.49e-12,9912.06,14226.8,0.766987,1.2787e-05,0.232753,0.000247275,5.80648e-08
3.5e-12,9972.64,14074.6,0.766987,1.28272e-05,0.232752,0.000248101,5.83845e-08
3.51e-12,10033.4,13921.9,0.766987,1.28667e-05,0.232751,0.000248921,5.87029e-08
3.52e-12,10094.5,13768.6,0.766987,1.29053e-05,0.23275,0.000249733,5.90198e-08
3.53e-12,10155.7,13614.8,0.766987,1.29432e-05,0.232749,0.000250537,5.93353e-08
3.54e-12,10217.1,13460.4,0.766987,1.29802e-05,0.232749,0.000251334,5.96493e-08
3.55e-12,10278.7,13305.6,0.766987,1.30165e-05,0.232748,0.000252123,5.99617e-08
3.56e-12,10340.5,13150.3,0.766987,1.30519e-05,0.232747,0.000252904,6.02725e-08
3.57e-12,10402.4,12994.7,0.766987,1.30864e-05,0.232746,0.000253676,6.05815e-08
3.58e-12,10464.5,12838.6,0.766987,1.31202e-05,0.232746,0.00025444,6.08887e-08
3.59e-12,10526.7,12682.2,0.766987,1.3153e-05,0.232745,0.000255195,6.1194e-08
3.6e-12,10589,12525.4,0.766987,1.3185e-05,0.232744,0.000255942,6.14974e-08
3.61e-12,10651.5,12368.3,0.766987,1.32161e-05,0.232743,0.000256679,6.17988e-08
3.62e-12,10714,12210.9,0.766987,1.32463e-05,0.232743,0.000257406,6.20981e-08
3.63e-12,10776.7,12053.3,0.766987,1.32757e-05,0.232742,0.000258124,6.23953e-08
3.64e-12,10839.4,11895.5,0.766987,1.33042e-05,0.232741,0.000258833,6.26902e-08
3.65e-12,10902.2,11737.5,0.766987,1.33317e-05,0.23274,0.000259531,6.29828e-08
3.66e-12,10965,11579.4,0.766987,1.33584e-05,0.23274,0.000260219,6.32731e-08
3.67e-12,11027.9,11421.1,0.766987,1.33842e-05,0.232739,0.000260897,6.35609e-08
3.68e-12,11090.8,11262.7,0.766987,1.34091e-05,0.232738,0.000261564,6.38461e-08
3.69e-12,11153.7,11104.3,0.766987,1.34331e-05,0.232738,0.00026222,6.41288e-08
3.7e-12,11216.6,10945.9,0.766987,1.34563e-05,0.232737,0.000262865,6.44087e-08
3.71e-12,11279.5,10787.4,0.766986,1.34785e-05,0.232736,0.000263499,6.46859e-08
3.72e-12,11342.3,10629,0.766986,1.34999e-05,0.232736,0.000264122,6.49602e-08
3.73e-12,11405.2,10470.7,0.766986,1.35204e-05,0.232735,0.000264733,6.52316e-08
3.74e-12,11467.9,10312.5,0.766986,1.35401e-05,0.232735,0.000265333,6.55e-08
3.75e-12,11530.6,10154.5,0.766986,1.35589e-05,0.232734,0.00026592,6.57653e-08
3.76e-12,11593.2,9996.58,0.766986,1.35769e-05,0.232733,0.000266496,6.60275e-08
3.77e-12,11655.7,9838.92,0.766986,1.3594e-05,0.232733,0.00026706,6.62864e-08
3.78e-12,11718.1,9681.5,0.766986,1.36104e-05,0.232732,0.000267611,6.6542e-08
3.79e-12,11780.3,9524.38,0.766986,1.36259e-05,0.232732,0.00026815,6.67942e-08
3.8e-12,11842.4,9367.57,0.766986,1.36407e-05,0.232731,0.000268677,6.70429e-08
3.81e-12,11904.3,9211.12,0.766986,1.36547e-05,0.232731,0.000269191,6.72881e-08
3.82e-12,11966.1,9055.07,0.766986,1.3668e-05,0.23273,0.000269692,6.75296e-08
3.83e-12,12027.7,8899.44,0.766986,1.36805e-05,0.23273,0.000270181,6.77675e-08
3.84e-12,12089,8744.28,0.766986,1.36923e-05,0.232729,0.000270656,6.80016e-08
3.85e-12,12150.2,8589.63,0.766986,1.37035e-05,0.232729,0.000271119,6.82319e-08
3.86e-12,12211.1,8435.51,0.766986,1.37139e-05,0.232728,0.000271569,6.84582e-08
3.87e-12,12271.7,8281.97,0.766986,1.37237e-05,0.232728,0.000272005,6.86806e-08
3.88e-12,12332.1,8129.05,0.766986,1.37329e-05,0.232728,0.000272429,6.88989e-08
3.89e-12,12392.2,7976.77,0.766986,1.37415e-05,0.232727,0.00027284,6.91131e-08
3.9e-12,12452,7825.19,0.766986,1.37495e-05,0.232727,0.000273237,6.93232e-08
3.91e-12,12511.4,7674.32,0.766986,1.3757e-05,0.232726,0.000273621,6.9529e-08
3.92e-12,12570.6,7524.22,0.766986,1.37639e-05,0.232726,0.000273993,6.97305e-08
3.93e-12,12629.4,7374.92,0.766986,1.37703e-05,0.232726,0.000274351,6.99277e-08
3.94e-12,12687.8,7226.46,0.766986,1.37762e-05,0.232725,0.000274696,7.01205e-08
3.95e-12,12745.8,7078.86,0.766986,1.37816e-05,0.232725,0.000275029,7.03088e-08
3.96e-12,12803.5,6932.18,0.766986,1.37866e-05,0.232725,0.000275349,7.04927e-08
3.97e-12,12860.7,6786.44,0.766986,1.37912e-05,0.232724,0.000275655,7.0672e-08
3.98e-12,12917.5,6641.69,0.766986,1.37954e-05,0.232724,0.00027595,7.08468e-08
3.99e-12,12973.9,6497.96,0.766986,1.37992e-05,0.232724,0.000276231,7.1017e-08
4e-12,13029.8,6355.28,0.766986,1.38027e-05,0.232723,0.000276501,7.11825e-08
4.01e-12,13085.2,6213.69,0.766986,1.38059e-05,0.232723,0.000276758,7.13434e-08
4.02e-12,13140.1,6073.23,0.766986,1.38087e-05,0.232723,0.000277003,7.14996e-08
4.03e-12,13194.5,5933.93,0.766986,1.38113e-05,0.232723,0.000277237,7.1651e-08
4.04e-12,13248.4,5795.82,0.766986,1.38136e-05,0.232723,0.000277458,7.17978e-08
4.05e-12,13301.7,5658.95,0.766986,1.38156e-05,0.232722,0.000277669,7.19399e-08
4.06e-12,13354.5,5523.34,0.766986,1.38175e-05,0.232722,0.000277868,7.20772e-08
4.07e-12,13406.7,5389.04,0.766986,1.38191e-05,0.232722,0.000278056,7.22098e-08
4.08e-12,13458.3,5256.06,0.766986,1.38206e-05,0.232722,0.000278233,7.23377e-08
4.09e-12,13509.3,5124.45,0.766986,1.38218e-05,0.232722,0.0002784,7.24609e-08
4.1e-12,13559.6,4994.23,0.766986,1.3823e-05,0.232721,0.000278557,7.25794e-08
4.11e-12,13609.4,4865.44,0.766986,1.38239e-05,0.232721,0.000278704,7.26933e-08
4.12e-12,13658.5,4738.11,0.766986,1.38248e-05,0.232721,0.000278841,7.28025e-08
4.13e-12,13706.9,4612.26,0.766986,1.38255e-05,0.232721,0.00027897,7.29072e-08
4.14e-12,13754.6,4487.93,0.766986,1.38262e-05,0.232721,0.000279089,7.30073e-08
4.15e-12,13801.6,4365.15,0.766986,1.38267e-05,0.232721,0.0002792,7.31029e-08
4.16e-12,13847.9,4243.94,0.766986,1.38272e-05,0.232721,0.000279302,7.3194e-08
4.17e-12,13893.5,4124.32,0.766986,1.38276e-05,0.232721,0.000279397,7.32808e-08
4.18e-12,13938.4,4006.33,0.766986,1.38279e-05,0.23272,0.000279484,7.33633e-08
4.19e-12,13982.4,3889.98,0.766986,1.38282e-05,0.23272,0.000279564,7.34415e-08
4.2e-12,14025.7,3775.31,0.766986,1.38285e-05,0.23272,0.000279637,7.35156e-08
4.21e-12,14068.2,3662.32,0.766986,1.38287e-05,0.23272,0.000279704,7.35856e-08
4.22e-12,14109.9,3551.05,0.766986,1.38288e-05,0.23272,0.000279765,7.36516e-08
4.23e-12,14150.8,3441.51,0.766986,1.3829e-05,0.23272,0.00027982,7.37137e-08
4.24e-12,14190.9,3333.71,0.766986,1.38291e-05,0.23272,0.000279869,7.3772e-08
4.25e-12,14230.1,3227.69,0.766986,1.38292e-05,0.23272,0.000279914,7.38266e-08
4.26e-12,14268.5,3123.44,0.766986,1.38293e-05,0.23272,0.000279954,7.38777e-08
4.27e-12,14305.9,3020.98,0.766986,1.38293e-05,0.23272,0.00027999,7.39253e-08
4.28e-12,14342.6,2920.33,0.766986,1.38294e-05,0.23272,0.000280021,7.39695e-08
4.29e-12,14378.3,2821.49,0.766986,1.38294e-05,0.23272,0.000280049,7.40106e-08
4.3e-12,14413.1,2724.47,0.766986,1.38294e-05,0.23272,0.000280073,7.40485e-08
4.31e-12,14446.9,2629.27,0.766986,1.38295e-05,0.23272,0.000280095,7.40835e-08
4.32e-12,14479.9,2535.9,0.766986,1.38295e-05,0.23272,0.000280114,7.41156e-08
4.33e-12,14511.9,2444.36,0.766986,1.38295e-05,0.23272,0.00028013,7.41451e-08
4.34e-12,14542.9,2354.65,0.766986,1.38295e-05,0.23272,0.000280144,7.4172e-08
4.35e-12,14573,2266.76,0.766986,1.38295e-05,0.23272,0.000280155,7.41965e-08
4.36e-12,14602.1,2180.69,0.766986,1.38296e-05,0.23272,0.000280165,7.42186e-08
4.37e-12,14630.2,2096.42,0.766986,1.38296e-05,0.23272,0.000280174,7.42386e-08
4.38e-12,14657.3,2013.95,0.766986,1.38296e-05,0.23272,0.000280181,7.42567e-08
4.39e-12,14683.5,1933.26,0.766986,1.38296e-05,0.23272,0.000280187,7.42728e-08
4.4e-12,14708.6,1854.33,0.766986,1.38296e-05,0.23272,0.000280192,7.42871e-08
4.41e-12,14732.6,1777.13,0.766986,1.38296e-05,0.23272,0.000280196,7.42999e-08
4.42e-12,14755.7,1701.64,0.766986,1.38296e-05,0.23272,0.000280199,7.43111e-08
4.43e-12,14777.7,1627.83,0.766986,1.38296e-05,0.23272,0.000280201,7.43209e-08
4.44e-12,14798.6,1555.66,0.766986,1.38296e-05,0.23272,0.000280203,7.43295e-08
4.45e-12,14818.5,1485.09,0.766986,1.38296e-05,0.23272,0.000280205,7.4337e-08
4.46e-12,14837.3,1416.08,0.766986,1.38296e-05,0.23272,0.000280206,7.43434e-08
4.47e-12,14855.1,1348.58,0.766986,1.38296e-05,0.23272,0.000280207,7.43489e-08
4.48e-12,14871.7,1282.53,0.766986,1.38296e-05,0.23272,0.000280208,7.43535e-08
4.49e-12,14887.3,1217.85,0.766986,1.38296e-05,0.23272,0.000280208,7.43575e-08
4.5e-12,14901.8,1154.49,0.766986,1.38296e-05,0.23272,0.000280208,7.43607e-08
4.51e-12,14915.2,1092.35,0.766986,1.38296e-05,0.23272,0.000280209,7.43634e-08
4.52e-12,14927.5,1031.35,0.766986,1.38296e-05,0.23272,0.000280209,7.43656e-08
4.53e-12,14938.7,971.381,0.766986,1.38296e-05,0.23272,0.000280209,7.43673e-08
4.54e-12,14948.8,912.345,0.766986,1.38296e-05,0.23272,0.000280209,7.43687e-08
4.55e-12,14957.8,854.132,0.766986,1.38296e-05,0.23272,0.000280209,7.43698e-08
4.56e-12,14965.6,796.652,0.766986,1.38296e-05,0.23272,0.000280209,7.43707e-08
4.57e-12,14972.3,739.875,0.766986,1.38296e-05,0.23272,0.000280209,7.43713e-08
4.58e-12,14978,683.931,0.766986,1.38296e-05,0.23272,0.000280209,7.43718e-08
4.59e-12,14982.4,629.384,0.766986,1.38296e-05,0.23272,0.000280209,7.43721e-08
4.6e-12,14985.8,577.911,0.766986,1.38296e-05,0.23272,0.000280209,7.43723e-08
4.61e-12,14988,533.913,0.766986,1.38296e-05,0.23272,0.000280209,7.43725e-08
4.62e-12,14989.1,506.731,0.766986,1.38296e-05,0.23272,0.000280209,7.43726e-08
4.63e-12,14989.1,507.376,0.766986,1.38296e-05,0.23272,0.000280209,7.43728e-08
4.64e-12,14988,535.523,0.766986,1.38296e-05,0.23272,0.000280209,7.43729e-08
4.65e-12,14985.7,579.994,0.766986,1.38296e-05,0.23272,0.000280209,7.43732e-08
4.66e-12,14982.3,631.668,0.766986,1.38296e-05,0.23272,0.000280209,7.43735e-08
4.67e-12,14977.7,686.308,0.766986,1.38296e-05,0.23272,0.000280209,7.4374e-08
4.68e-12,14972.1,742.309,0.766986,1.38296e-05,0.23272,0.000280209,7.43746e-08
4.69e-12,14965.3,799.135,0.766986,1.38296e-05,0.23272,0.000280209,7.43755e-08
4.7e-12,14957.4,856.665,0.766986,1.38296e-05,0.23272,0.000280209,7.43766e-08
4.71e-12,14948.4,914.936,0.766986,1.38296e-05,0.23272,0.000280209,7.4378e-08
4.72e-12,14938.2,974.037,0.766986,1.38296e-05,0.23272,0.000280209,7.43798e-08
4.73e-12,14927,1034.08,0.766986,1.38296e-05,0.23272,0.00028021,7.4382e-08
4.74e-12,14914.6,1095.16,0.766986,1.38296e-05,0.23272,0.00028021,7.43847e-08
4.75e-12,14901.2,1157.39,0.766986,1.38296e-05,0.23272,0.00028021,7.4388e-08
4.76e-12,14886.6,1220.86,0.766986,1.38296e-05,0.23272,0.000280211,7.43919e-08
4.77e-12,14871,1285.64,0.766986,1.38296e-05,0.23272,0.000280211,7.43966e-08
4.78e-12,14854.2,1351.82,0.766986,1.38296e-05,0.23272,0.000280212,7.44021e-08
4.79e-12,14836.4,1419.44,0.766986,1.38296e-05,0.23272,0.000280214,7.44086e-08
4.8e-12,14817.5,1488.59,0.766986,1.38296e-05,0.23272,0.000280215,7.44161e-08
4.81e-12,14797.6,1559.29,0.766986,1.38296e-05,0.23272,0.000280217,7.44247e-08
4.82e-12,14776.5,1631.61,0.766986,1.38296e-05,0.23272,0.00028022,7.44347e-08
4.83e-12,14754.5,1705.59,0.766986,1.38296e-05,0.23272,0.000280223,7.4446e-08
4.84e-12,14731.3,1781.24,0.766986,1.38296e-05,0.23272,0.000280227,7.44588e-08
4.85e-12,14707.2,1858.62,0.766986,1.38296e-05,0.23272,0.000280232,7.44732e-08
4.86e-12,14682,1937.74,0.766986,1.38296e-05,0.23272,0.000280238,7.44895e-08
4.87e-12,14655.8,2018.63,0.766986,1.38296e-05,0.23272,0.000280245,7.45076e-08
4.88e-12,14628.6,2101.31,0.766986,1.38296e-05,0.23272,0.000280253,7.45277e-08
4.89e-12,14600.4,2185.79,0.766986,1.38297e-05,0.23272,0.000280264,7.45501e-08
4.9e-12,14571.2,2272.08,0.766986,1.38297e-05,0.23272,0.000280276,7.45747e-08
4.91e-12,14541,2360.2,0.766986,1.38297e-05,0.23272,0.00028029,7.46017e-08
4.92e-12,14509.9,2450.16,0.766986,1.38297e-05,0.23272,0.000280306,7.46314e-08
4.93e-12,14477.7,2541.95,0.766986,1.38297e-05,0.23272,0.000280325,7.46637e-08
4.94e-12,14444.7,2635.58,0.766986,1.38298e-05,0.23272,0.000280346,7.46989e-08
4.95e-12,14410.7,2731.04,0.766986,1.38298e-05,0.23272,0.000280371,7.47371e-08
4.96e-12,14375.8,2828.35,0.766986,1.38298e-05,0.23272,0.000280399,7.47784e-08
4.97e-12,14339.9,2927.48,0.766986,1.38299e-05,0.23272,0.000280431,7.4823e-08
4.98e-12,14303.2,3028.43,0.766986,1.38299e-05,0.232719,0.000280467,7.48709e-08
4.99e-12,14265.6,3131.2,0.766986,1.383e-05,0.232719,0.000280507,7.49223e-08
5e-12,14227.1,3235.77,0.766986,1.38301e-05,0.232719,0.000280552,7.49773e-08
5.01e-12,14187.8,3342.12,0.766986,1.38302e-05,0.232719,0.000280602,7.5036e-08
5.02e-12,14147.6,3450.26,0.766986,1.38304e-05,0.232719,0.000280657,7.50986e-08
5.03e-12,14106.5,3560.15,0.766986,1.38306e-05,0.232719,0.000280719,7.51651e-08
5.04e-12,14064.7,3671.78,0.766986,1.38308e-05,0.232719,0.000280786,7.52357e-08
5.05e-12,14022,3785.13,0.766986,1.3831e-05,0.232719,0.00028086,7.53104e-08
5.06e-12,13978.5,3900.18,0.766986,1.38313e-05,0.232719,0.00028094,7.53893e-08
5.07e-12,13934.3,4016.92,0.766986,1.38316e-05,0.232719,0.000281028,7.54726e-08
5.08e-12,13889.3,4135.31,0.766986,1.38321e-05,0.232719,0.000281124,7.55603e-08
5.09e-12,13843.5,4255.33,0.766986,1.38325e-05,0.232719,0.000281227,7.56524e-08
5.1e-12,13797.1,4376.95,0.766986,1.38331e-05,0.232719,0.000281339,7.57491e-08
5.11e-12,13749.9,4500.16,0.766986,1.38337e-05,0.232719,0.000281459,7.58504e-08
5.12e-12,13702,4624.92,0.766986,1.38345e-05,0.232718,0.000281588,7.59564e-08
5.13e-12,13653.4,4751.21,0.766986,1.38354e-05,0.232718,0.000281726,7.60671e-08
5.14e-12,13604.1,4878.99,0.766986,1.38364e-05,0.232718,0.000281874,7.61826e-08
5.15e-12,13554.2,5008.24,0.766986,1.38375e-05,0.232718,0.000282032,7.6303e-08
5.16e-12,13503.6,5138.92,0.766986,1.38388e-05,0.232718,0.0002822,7.64282e-08
5.17e-12,13452.4,5271.01,0.766986,1.38402e-05,0.232718,0.000282379,7.65584e-08
5.18e-12,13400.6,5404.46,0.766986,1.38419e-05,0.232717,0.000282568,7.66935e-08
5.19e-12,13348.2,5539.26,0.766986,1.38438e-05,0.232717,0.000282769,7.68336e-08
5.2e-12,13295.2,5675.36,0.766986,1.38459e-05,0.232717,0.00028298,7.69786e-08
5.21e-12,13241.6,5812.74,0.766986,1.38482e-05,0.232717,0.000283203,7.71288e-08
5.22e-12,13187.5,5951.35,0.766986,1.38508e-05,0.232717,0.000283438,7.72839e-08
5.23e-12,13132.9,6091.16,0.766986,1.38537e-05,0.232716,0.000283685,7.74441e-08
5.24e-12,13077.8,6232.14,0.766986,1.38569e-05,0.232716,0.000283944,7.76094e-08
5.25e-12,13022.1,6374.26,0.766986,1.38604e-05,0.232716,0.000284215,7.77797e-08
5.26e-12,12966,6517.47,0.766986,1.38643e-05,0.232715,0.000284498,7.79552e-08
5.27e-12,12909.4,6661.74,0.766986,1.38685e-05,0.232715,0.000284794,7.81357e-08
5.28e-12,12852.4,6807.03,0.766986,1.38732e-05,0.232715,0.000285103,7.83213e-08
5.29e-12,12795,6953.31,0.766986,1.38782e-05,0.232715,0.000285424,7.85119e-08
5.3e-12,12737.1,7100.55,0.766986,1.38838e-05,0.232714,0.000285759,7.87077e-08
5.31e-12,12678.8,7248.69,0.766986,1.38897e-05,0.232714,0.000286106,7.89085e-08
5.32e-12,12620.1,7397.71,0.766986,1.38962e-05,0.232713,0.000286466,7.91143e-08
5.33e-12,12561.1,7547.57,0.766986,1.39032e-05,0.232713,0.00028684,7.93252e-08
5.34e-12,12501.7,7698.23,0.766986,1.39107e-05,0.232713,0.000287226,7.9541e-08
5.35e-12,12442,7849.66,0.766986,1.39188e-05,0.232712,0.000287626,7.97619e-08
5.36e-12,12382,8001.81,0.766986,1.39275e-05,0.232712,0.000288039,7.99878e-08
5.37e-12,12321.6,8154.65,0.766986,1.39368e-05,0.232711,0.000288464,8.02186e-08
5.38e-12,12261,8308.14,0.766986,1.39468e-05,0.232711,0.000288903,8.04544e-08
5.39e-12,12200.1,8462.24,0.766986,1.39573e-05,0.232711,0.000289355,8.06951e-08
5.4e-12,12139,8616.92,0.766986,1.39686e-05,0.23271,0.00028982,8.09407e-08
5.41e-12,12077.6,8772.15,0.766986,1.39806e-05,0.23271,0.000290298,8.11911e-08
5.42e-12,12016,8927.87,0.766986,1.39932e-05,0.232709,0.000290789,8.14464e-08
5.43e-12,11954.2,9084.06,0.766986,1.40066e-05,0.232709,0.000291293,8.17065e-08
5.44e-12,11892.1,9240.67,0.766986,1.40208e-05,0.232708,0.000291809,8.19714e-08
5.45e-12,11830,9397.68,0.766986,1.40357e-05,0.232708,0.000292338,8.22411e-08
5.46e-12,11767.6,9555.05,0.766986,1.40515e-05,0.232707,0.000292879,8.25155e-08
5.47e-12,11705.1,9712.73,0.766986,1.4068e-05,0.232707,0.000293433,8.27946e-08
5.48e-12,11642.5,9870.69,0.766986,1.40853e-05,0.232706,0.000293999,8.30784e-08
5.49e-12,11579.8,10028.9,0.766986,1.41035e-05,0.232705,0.000294578,8.33669e-08
5.5e-12,11516.9,10187.3,0.766986,1.41225e-05,0.232705,0.000295168,8.366e-08
5.51e-12,11454,10345.9,0.766986,1.41423e-05,0.232704,0.00029577,8.39576e-08
5.52e-12,11391,10504.7,0.766986,1.4163e-05,0.232704,0.000296384,8.42598e-08
5.53e-12,11328,10663.5,0.766986,1.41846e-05,0.232703,0.000297009,8.45666e-08
5.54e-12,11264.9,10822.4,0.766986,1.42071e-05,0.232702,0.000297645,8.48778e-08
5.55e-12,11201.8,10981.4,0.766986,1.42304e-05,0.232702,0.000298293,8.51936e-08
5.56e-12,11138.6,11140.3,0.766986,1.42547e-05,0.232701,0.000298952,8.55137e-08
5.57e-12,11075.5,11299.2,0.766986,1.42798e-05,0.2327,0.000299621,8.58383e-08
5.58e-12,11012.4,11458.1,0.766986,1.43058e-05,0.2327,0.000300301,8.61673e-08
5.59e-12,10949.3,11616.9,0.766986,1.43327e-05,0.232699,0.000300992,8.65007e-08
5.6e-12,10886.2,11775.5,0.766986,1.43605e-05,0.232698,0.000301692,8.68383e-08
5.61e-12,10823.2,11934,0.766986,1.43892e-05,0.232698,0.000302403,8.71803e-08
5.62e-12,10760.3,12092.2,0.766986,1.44188e-05,0.232697,0.000303123,8.75265e-08
5.63e-12,10697.4,12250.3,0.766986,1.44493e-05,0.232696,0.000303853,8.7877e-08
5.64e-12,10634.7,12408.1,0.766985,1.44806e-05,0.232695,0.000304593,8.82317e-08
5.65e-12,10572,12565.6,0.766985,1.45128e-05,0.232695,0.000305341,8.85907e-08
5.66e-12,10509.5,12722.8,0.766985,1.45459e-05,0.232694,0.000306099,8.89537e-08
